country,team,year,events,athletes,age,height,weight,medals,prev_medals,prev_3_medals,GDP,population,GDP_per_capita
Austria,AUT,2004,56,92,28.4,179.5,73,8,4,4.3,3.01E+11,8151388.4,36982.41149
Austria,AUT,2008,62,93,27.3,178,70.2,3,8,5,4.32E+11,8292348.8,52102.48754
Austria,AUT,2012,69,90,28.2,176.7,69.5,0,3,5,4.09E+11,8474665.8,48308.92565
Austria,AUT,2016,61,85,27.4,176.9,70,2,0,3.7,3.96E+11,8695492.2,45522.09247
Azerbaijan,AZE,1996,23,24,25.1,172.1,71.5,1,,,3176507992,7885336.6,402.8373363
Azerbaijan,AZE,2000,32,32,26.4,170.7,70,3,1,1,5272617196,8190337,643.7607141
Azerbaijan,AZE,2004,36,37,26.6,172.4,71.5,5,3,2,8680410158,8609083,1008.285105
Azerbaijan,AZE,2008,37,44,23.8,171.2,69.2,7,5,3,48851318826,9027829,5411.192306
Azerbaijan,AZE,2012,57,59,25.2,171.8,72.2,10,7,5,69679913510,9487713.2,7344.226374
Azerbaijan,AZE,2016,62,69,25.6,175.7,72,18,10,7.3,37867007023,9947774.2,3806.580875
John B,BAH,1964,6,12,32.7,176.4,77.6,2,0,0.7,266666666.7,152355.2,1750.2958
Bahamas,BAH,1968,12,22,27.5,179.8,78.4,0,2,1.3,444901960.8,170204.4,2613.927494
Bahamas,BAH,1972,13,25,27.1,181.7,75.5,0,0,0.7,590900000,188053.6,3142.189248
Bahamas,BAH,1976,13,19,23.2,180.4,74.4,0,0,0.7,642100000,205902.8,3118.461721
Bahamas,BAH,1984,23,31,22.1,177.3,69.5,0,0,0,2041100000,242522.8,8416.115928
Bahamas,BAH,1988,15,18,26.9,177.6,73.5,0,0,0,2817900000,261293.6,10784.42028
Bahamas,BAH,1992,13,18,24.6,180.2,76.1,1,0,0,3109000000,281546,11042.6005
Bahamas,BAH,1996,17,36,27.1,176.3,72.4,5,1,0.3,3609000000,303280,11899.89449
Bahamas,BAH,2000,18,39,26.4,175.9,72.4,11,5,2,8076470000,325014,24849.60648
Bahamas,BAH,2004,18,28,25.8,174.3,72.5,2,11,5.7,9055290000,344317.2,26299.26707
Bahamas,BAH,2008,22,33,26,175.6,70.8,7,2,6,10526000000,363620.4,28947.77081
Bahamas,BAH,2012,16,29,26,176.6,68.8,4,7,6.7,10720500000,381042,28134.69381
Bahamas,BAH,2016,20,38,25.6,177.1,68.7,6,4,4.3,11750800000,395451.8,29714.87296
Bangladesh,BAN,1984,2,2,21,162,60,0,,,18920840000,93216919.4,202.9764567
Bangladesh,BAN,1988,8,11,23.5,170.8,63.1,0,0,0,26579005760,102504073.8,259.2970677
Bangladesh,BAN,1992,6,9,24.6,169.6,63,0,0,0,31708874594,111556786.2,284.2397641
Bangladesh,BAN,1996,4,4,22.8,164,55.5,0,0,0,46438484108,120375056.6,385.781618
Bangladesh,BAN,2000,6,6,20.8,157.7,54.7,0,0,0,53369787319,129193327,413.1001853
Bangladesh,BAN,2004,4,4,19.2,168,59,0,0,0,65108544250,136872451.8,475.687718
Bangladesh,BAN,2008,5,5,24.4,165,59,0,0,0,91631278239,144551576.6,633.900234
Bangladesh,BAN,2012,7,7,20.7,164.3,61.7,0,0,0,1.33E+11,152166683.4,876.3810646
Bangladesh,BAN,2016,7,7,23.4,166.5,71.8,0,0,0,2.65E+11,159748190.2,1660.338059
Barbados,BAR,1968,10,13,24.2,172.8,70.9,0,,,0,238961.4,0
Barbados,BAR,1972,13,20,24.4,170.8,71.2,0,0,0,0,243832.6,0
Barbados,BAR,1976,11,17,23.2,170.4,66.2,0,0,0,435911268.6,248703.8,1752.732643
Barbados,BAR,1984,16,25,24.2,179.6,70.6,0,0,0,1346890071,255692.2,5267.622833
Barbados,BAR,1988,20,26,23.4,173.6,70.6,0,0,0,1812757918,257809.4,7031.387987
Barbados,BAR,1992,17,22,26.1,180.8,73.9,0,0,0,1957000000,260025.8,7526.176249
Barbados,BAR,1996,21,22,20.9,172,73.4,0,0,0,2363645403,262341.4,9009.80708
Barbados,BAR,2000,21,28,23.5,177.8,73.8,1,0,0,3059500000,264657,11560.2459
Barbados,BAR,2004,15,15,23.2,180.3,79.9,0,1,0.3,3444500000,268678.6,12820.15017
Barbados,BAR,2008,10,10,22.4,182.4,76.2,0,0,0.3,4784925100,272700.2,17546.46715
Barbados,BAR,2012,6,8,23.5,183,74.1,0,0,0.3,4610096000,276059.8,16699.62812
Barbados,BAR,2016,11,13,25.2,180.7,75.2,0,0,0,4832811750,278605,17346.46453
Burundi,BDI,1996,6,7,25.4,175.4,60.9,1,,,869033856.3,5978112.6,145.3692686
Burundi,BDI,2000,5,6,25.2,178.2,59.8,0,1,1,870486065.9,6307659,138.0046172
Burundi,BDI,2004,5,7,25,171,57.1,0,0,0.5,915257323.4,7435237.4,123.0972562
Burundi,BDI,2008,3,3,24.3,162.7,48.3,0,0,0.3,1611835857,8562815.8,188.2366612
Burundi,BDI,2012,6,6,21.8,172,63.8,0,0,0,2333341334,9766822.2,238.9048645
Burundi,BDI,2016,9,10,24.5,171.8,59.1,1,0,0,2644487777,11025763.8,239.8462206
Belgium,BEL,1964,36,74,25,176.5,73.5,3,4,4.7,15960106681,9509610,1678.313483
Belgium,BEL,1968,55,106,23.5,176.8,71.7,3,3,3,21376353113,9589454,2229.152266
Belgium,BEL,1972,51,106,24.7,176,72.2,2,3,3.3,37209418019,9669298,3848.202633
Belgium,BEL,1976,80,149,22.6,175.3,68.8,9,2,2.7,71113882968,9749142,7294.373491
Belgium,BEL,1980,51,84,23,176,68.2,1,9,4.7,1.27E+11,9828986,12903.5691
Belgium,BEL,1984,48,86,24.1,176.5,72,5,1,4,83349530159,9881215.6,8435.149432
Belgium,BEL,1988,65,85,24.3,174.8,69,2,5,5,1.62E+11,9933445.2,16338.6415
Belgium,BEL,1992,70,103,24.8,177.6,70.9,3,2,2.7,2.35E+11,10020516.6,23430.12934
Belgium,BEL,1996,55,81,27.1,178.4,71.9,6,3,3.3,2.79E+11,10142429.8,27528.01898
Belgium,BEL,2000,64,94,25.8,175.1,67.2,7,6,3.7,2.37E+11,10264343,23069.37716
Belgium,BEL,2004,41,70,28.9,175.7,66.8,3,7,5.3,3.69E+11,10509784.6,35130.5963
Belgium,BEL,2008,55,112,24.9,178.5,70.1,5,3,5.3,5.17E+11,10755226.2,48100.1506
Belgium,BEL,2012,71,142,27.7,177.4,70.5,3,5,5,4.96E+11,11026089.4,44998.09334
Belgium,BEL,2016,74,138,25.3,176.2,67.7,21,3,3.7,4.76E+11,11310985.8,42088.55076
Benin,BEN,1972,3,3,23,158,51,0,,,410331856.2,3185542.2,128.8106798
Benin,BEN,1980,17,17,24,169.4,62.7,0,0,0,1405251844,3833939,366.5295259
Benin,BEN,1984,3,3,25.3,170.7,64.3,0,0,0,1051134009,4353731,241.4329248
Benin,BEN,1988,7,10,27.6,176.2,68.2,0,0,0,1620246085,4873523,332.4588978
Benin,BEN,1992,6,7,22.4,173.4,69.1,0,0,0,1695315306,5506339.8,307.8842512
Benin,BEN,1996,4,7,25.7,175.4,71.9,0,0,0,2361116448,6252181.4,377.6468239
Benin,BEN,2000,4,4,25.8,172.2,67.8,0,0,0,3519991440,6998023,502.997981
Benin,BEN,2004,4,4,22.8,174.5,67.8,0,0,0,6190270377,7977097.8,776.0053258
Benin,BEN,2008,5,5,24.4,173.4,64.2,0,0,0,9787734517,8956172.6,1092.847911
Benin,BEN,2012,5,5,26.2,174.6,65.2,0,0,0,11141358106,10040539.2,1109.637429
Benin,BEN,2016,6,6,26.5,179.3,78.8,0,0,0,11821065852,11274851,1048.445416
Oleander XII,BER,1964,2,4,25.5,177,73,0,0,0,107566650.6,51091.4,2105.376846
Bermuda,BER,1968,4,6,29.2,180.7,74.2,0,0,0,150000000,51709.8,2900.804103
Bermuda,BER,1972,4,9,30,175.6,76.2,0,0,0,235400000,52328.2,4498.530429
Bermuda,BER,1976,12,20,25,176.7,74,1,0,0,386300000,52946.6,7296.03034
Bermuda,BER,1984,10,13,25.1,181.2,74.2,0,1,0.3,985699968,55127,17880.52983
Bermuda,BER,1988,12,14,28.6,177.2,71.3,0,0,0.3,1415100032,56689,24962.51534
Bermuda,BER,1992,20,29,23.7,172.1,70.5,0,0,0.3,1679900000,58250.2,28839.38596
Bermuda,BER,1996,9,10,30.7,177.8,80.6,0,0,0,2695390000,59810.6,45065.42319
Bermuda,BER,2000,6,7,31.9,179.6,81.9,0,0,0,3480219000,61371,56707.87505
Bermuda,BER,2004,7,10,31.3,176.7,75.6,0,0,0,4484703000,62201.4,72099.71158
Bermuda,BER,2008,6,6,24,174,64.2,0,0,0,6980000000,63031.8,110737.7546
Bermuda,BER,2012,7,8,27.8,176.5,67,0,0,0,6378188000,63325.8,100720.212
Bermuda,BER,2016,8,8,25.1,174.1,69.1,0,0,0,6899911000,63321.4,108966.4947
Bhutan,BHU,1984,2,6,26.3,171.5,62,0,,,160423489.3,472531,339.4983383
Bhutan,BHU,1988,2,6,34,169.3,66,0,0,0,272298060,529805,513.9590227
Bhutan,BHU,1992,4,12,22.2,163.7,59,0,0,0,240233528.1,564195,425.7987542
Bhutan,BHU,1996,2,2,23.5,163,55,0,0,0,303408342.8,575701,527.0241719
Bhutan,BHU,2000,2,2,25,164,53.5,0,0,0,424448931,587207,722.8267562
Bhutan,BHU,2004,2,2,25.5,167.5,57.5,0,0,0,682577073.5,634530.6,1075.719711
Bhutan,BHU,2008,2,2,27,169,60,0,0,0,1227809261,681854.2,1800.691792
Bhutan,BHU,2012,2,2,27.5,155,60,0,0,0,1781280170,720619.2,2471.874424
Bhutan,BHU,2016,2,2,25,164,55,0,0,0,2158971718,749120.4,2882.008977
Bosnia and Herzegovina,BIH,1992,13,13,26.6,173.5,83,0,,,0,4431318,0
Bosnia and Herzegovina,BIH,1996,12,12,27.3,176.6,68.7,0,0,0,2786045322,4305334,647.1147934
Bosnia and Herzegovina,BIH,2000,10,11,28.5,181.8,71.9,0,0,0,5567774049,4179350,1332.210523
Bosnia and Herzegovina,BIH,2004,11,11,27.6,181.1,76.2,0,0,0,10156541358,4032045.2,2518.955233
Bosnia and Herzegovina,BIH,2008,7,7,32.4,180.4,81,0,0,0,19112801197,3884740.4,4919.968706
Bosnia and Herzegovina,BIH,2012,8,8,32.1,180,78,0,0,0,17226736285,3696382.4,4660.431314
Bosnia and Herzegovina,BIH,2016,8,11,25.3,180.2,85.9,0,0,0,17116926092,3483140.6,4914.221979
Belize,BIZ,1968,6,7,29.1,171.1,65,0,,,44999909.98,116059.4,387.7317131
Belize,BIZ,1972,2,2,66,175,76,0,0,0,65998075.73,125750.6,524.8330881
Belize,BIZ,1976,4,4,44.3,175.3,66.7,0,0,0,97094221.49,135441.8,716.8704306
Belize,BIZ,1984,7,13,22.4,174.6,68.2,0,0,0,214381949,160115.4,1338.921484
Belize,BIZ,1988,7,13,22.3,174.2,66.2,0,0,0,320093360.3,175097.8,1828.083279
Belize,BIZ,1992,10,18,22.5,177.2,69.2,0,0,0,693500000,194152.4,3571.936273
Belize,BIZ,1996,5,5,26.8,175.8,61.2,0,0,0,851500000,217279.2,3918.920909
Belize,BIZ,2000,2,2,21,177.5,74.5,0,0,0,1116000000,240406,4642.147035
Belize,BIZ,2004,2,2,23.5,176.5,70.5,0,0,0,1389500000,273086,5088.140732
Belize,BIZ,2008,4,4,26.8,175.8,70.2,0,0,0,1729000000,305766,5654.650942
Belize,BIZ,2012,3,3,27.3,164,66.7,0,0,0,1903000000,337212,5643.334164
Belize,BIZ,2016,3,3,27.3,183.7,79.3,0,0,0,2258500000,366881,6155.947024
Belarus,BLR,1996,115,259,23.5,171.3,67.2,23,,,14756846154,10325299.8,1429.192996
Belarus,BLR,2000,109,231,24.9,171.1,65.6,22,23,23,12736856828,10256483,1241.834733
Belarus,BLR,2004,121,192,25.5,176.4,73.4,15,22,22.5,23141593074,10046460.6,2303.457307
Belarus,BLR,2008,122,237,25.6,176.5,72.2,29,15,20,60752177439,9836438.2,6176.237394
Belarus,BLR,2012,110,185,26.9,177.1,73,23,29,22,65685903570,9719099.8,6758.434929
Belarus,BLR,2016,86,142,27.3,176.6,71.6,12,23,22.3,47723549319,9687235.2,4926.436525
Bolivia,BOL,1964,1,1,34,184,85,0,,,544023569,3895456,139.6559399
Bolivia,BOL,1968,3,4,39,173.5,74.2,0,0,0,857912457.9,4355614,196.967054
Bolivia,BOL,1972,9,14,30.8,170.4,70.4,0,0,0,1257615645,4815772,261.1451798
Bolivia,BOL,1976,5,5,30.8,173.4,67.4,0,0,0,2731984008,5275930,517.8203668
Bolivia,BOL,1984,11,13,28.6,169.9,63.5,0,0,0,6169483189,6280130.4,982.3813832
Bolivia,BOL,1988,12,12,20.5,177.7,70.9,0,0,0,4597612362,6824172.8,673.7244933
Bolivia,BOL,1992,18,21,25,169,60.2,0,0,0,5643869231,7395486.4,763.1505118
Bolivia,BOL,1996,9,9,22.6,170.2,62,0,0,0,7396948398,7994071.2,925.3042928
Bolivia,BOL,2000,5,5,24.2,173.4,62,0,0,0,8397855937,8592656,977.3294703
Bolivia,BOL,2004,11,11,20.5,162,54.4,0,0,0,8773451752,9244901.6,949.0043412
Bolivia,BOL,2008,7,7,32.4,168.7,66.5,0,0,0,16674276979,9897147.2,1684.755884
Bolivia,BOL,2012,5,5,23.8,171.5,65.2,0,0,0,27084497482,10569996,2562.394298
Bolivia,BOL,2016,10,12,25.6,171.3,64.2,0,0,0,33941126194,11259300.4,3014.496904
Botswana,BOT,1980,8,8,26,171.8,64,0,,,1060889705,938578,1130.315973
Botswana,BOT,1984,6,8,28.5,176.9,69.5,0,0,0,1240821849,1099736.4,1128.290242
Botswana,BOT,1988,8,11,25.2,180.8,70.4,0,0,0,2644554882,1260894.8,2097.36362
Botswana,BOT,1992,6,6,27.7,176.8,67.2,0,0,0,4146464587,1418576.2,2922.976282
Botswana,BOT,1996,4,7,25.6,173.2,65.6,0,0,0,4847757704,1572780.6,3082.284779
Botswana,BOT,2000,5,9,24.9,173.4,65.2,0,0,0,5788329609,1726985,3351.696517
Botswana,BOT,2004,8,12,24.4,172.5,62.4,0,0,0,8957467707,1872856.6,4782.783533
Botswana,BOT,2008,11,11,23.8,175.3,62.7,0,0,0,10730828592,2018728.2,5315.638129
Botswana,BOT,2012,4,4,23.5,179,65,1,0,0,13907464500,2177066.8,6388.166178
Botswana,BOT,2016,7,14,21.9,179.4,67.2,0,1,0.3,15082636723,2353417.2,6408.824038
Brazil,BRA,1964,17,65,24.4,183.7,81.3,12,13,5.7,20963733695,80818770.2,259.3918918
Brazil,BRA,1968,27,89,24.9,180,76.2,4,12,8.7,33930457425,91186173.4,372.1009026
Brazil,BRA,1972,44,104,23.1,180.2,77,2,4,9.7,58434858375,101553576.6,575.4091617
Brazil,BRA,1976,47,89,23.6,177.7,73,3,2,6,1.53E+11,111920979.8,1368.545918
Brazil,BRA,1980,72,149,23.3,179.4,74,9,3,3,2.37E+11,122288383,1941.255532
Brazil,BRA,1984,82,197,24.3,179.2,73.2,36,9,4.7,1.88E+11,133655608.2,1409.144012
Brazil,BRA,1988,106,233,24.3,179.1,73.4,23,36,16,3.08E+11,145022833.4,2122.989827
Brazil,BRA,1992,107,233,25.2,181.3,74.8,14,23,22.7,3.91E+11,155739900.8,2507.815903
Brazil,BRA,1996,93,251,25.3,181,75.7,63,14,24.3,8.50E+11,165806810.4,5129.017306
Brazil,BRA,2000,96,236,25,177.2,71.3,48,63,33.3,6.55E+11,175873720,3726.81035
Brazil,BRA,2004,133,318,25.3,175.5,69.7,40,48,41.7,6.69E+11,184065628.8,3636.143284
Brazil,BRA,2008,145,338,25.7,175.7,69.8,78,40,50.3,1.70E+12,192257537.6,8820.772497
Brazil,BRA,2012,138,306,27,177.3,72.1,59,78,55.3,2.47E+12,199887377.2,12333.09494
Brazil,BRA,2016,222,583,27.2,175.4,71.3,50,59,59,1.80E+12,206789824.8,8683.647765
Bahrain,BRN,1984,8,14,21.3,179,72.7,0,,,3905585111,217523.8,17954.74845
Bahrain,BRN,1988,7,16,23.7,185.6,71.4,0,0,0,3702393617,247126.6,14981.76893
